source,target,experimental_score
Rpl39,Gnl3,0.323
Rpl39,Hnrnpa2b1,0.219
Rpl39,Lyar,0.157
Rpl39,Nap1l1,0.166
Rpl39,Nap1l2,0.166
Rpl39,Nap1l4,0.166
Rpl39,Rack1,0.887
Rpl39,Rpf2,0.313
Rpl39,Rpl10,0.859
Rpl39,Rpl10a,0.87
Rpl39,Rpl10l,0.859
Rpl39,Rpl11,0.917
Rpl39,Rpl12,0.916
Rpl39,Rpl13,0.918
Rpl39,Rpl13a,0.911
Rpl39,Rpl14,0.918
Rpl39,Rpl15,0.918
Rpl39,Rpl17,0.87
Rpl39,Rpl18,0.888
Rpl39,Rpl18a,0.917
Rpl39,Rpl19,0.888
Rpl39,Rpl21,0.888
Rpl39,Rpl22,0.907
Rpl39,Rpl22l1,0.378
Rpl39,Rpl23,0.888
Rpl39,Rpl23a,0.916
Rpl39,Rpl24,0.918
Rpl39,Rpl26,0.918
Rpl39,Rpl27,0.917
Rpl39,Rpl27a,0.888
Rpl39,Rpl28,0.888
Rpl39,Rpl29,0.87
Rpl39,Rpl3,0.88
Rpl39,Rpl30,0.918
Rpl39,Rpl31,0.917
Rpl39,Rpl32,0.888
Rpl39,Rpl34,0.888
Rpl39,Rpl35,0.905
Rpl39,Rpl35a,0.888
Rpl39,Rpl36a,0.851
Rpl39,Rpl36al,0.851
Rpl39,Rpl37,0.888
Rpl39,Rpl37a,0.888
Rpl39,Rpl38,0.917
Rpl39,Rpl3l,0.378
Rpl39,Rpl4,0.918
Rpl39,Rpl5,0.917
Rpl39,Rpl6,0.91
Rpl39,Rpl7,0.911
Rpl39,Rpl7a,0.906
Rpl39,Rpl8,0.918
Rpl39,Rpl9,0.859
Rpl39,Rplp0,0.917
Rpl39,Rplp1,0.374
Rpl39,Rplp2,0.547
Rpl39,Rpn1,0.207
Rpl39,Rps10,0.905
Rpl39,Rps11,0.888
Rpl39,Rps12,0.887
Rpl39,Rps13,0.917
Rpl39,Rps14,0.907
Rpl39,Rps15,0.888
Rpl39,Rps15a,0.905
Rpl39,Rps16,0.888
Rpl39,Rps17,0.872
Rpl39,Rps18,0.897
Rpl39,Rps18-ps5,0.322
Rpl39,Rps2,0.919
Rpl39,Rps20,0.916
Rpl39,Rps21,0.887
Rpl39,Rps23,0.918
Rpl39,Rps24,0.887
Rpl39,Rps25,0.916
Rpl39,Rps26,0.887
Rpl39,Rps27,0.859
Rpl39,Rps27a,0.887
Rpl39,Rps27l,0.324
Rpl39,Rps27rt,0.859
Rpl39,Rps28,0.916
Rpl39,Rps29,0.888
Rpl39,Rps3,0.888
Rpl39,Rps3a1,0.907
Rpl39,Rps4x,0.891
Rpl39,Rps5,0.887
Rpl39,Rps6,0.887
Rpl39,Rps7,0.887
Rpl39,Rps8,0.917
Rpl39,Rps9,0.887
Rpl39,Rpsa,0.888
Rpl39,Rsl1d1,0.401
Rpl39,Sec61a1,0.368
Rpl39,Sec61a2,0.368
Rpl39,Sec61b,0.369
Rpl39,Sec61g,0.421
Rpl39,Secisbp2,0.157
Rpl39,Srp14,0.355
Rpl39,Srp19,0.364
Rpl39,Srp54a,0.246
Rpl39,Srp54b,0.246
Rpl39,Srp54c,0.246
Rpl39,Srp68,0.38
Rpl39,Srp72,0.355
Rpl39,Srp9,0.38
Rpl39,Srpr,0.244
Rpl39,Srprb,0.244
Rpl39,Uba52,0.861
Rpl39,Ubc,0.206
Rpl3l,Abce1,0.259
Rpl3l,Abcf2,0.27
Rpl3l,Bms1,0.183
Rpl3l,Bop1,0.326
Rpl3l,Brix1,0.4
Rpl3l,Btf3,0.245
Rpl3l,Btf3l4,0.201
Rpl3l,Ddx18,0.404
Rpl3l,Ddx55,0.281
Rpl3l,Eefsec,0.207
Rpl3l,Eftud2,0.244
Rpl3l,Eif2s3x,0.207
Rpl3l,Eif5a,0.373
Rpl3l,Eif5a2,0.373
Rpl3l,Eif5b,0.412
Rpl3l,Eif6,0.481
Rpl3l,Etf1,0.203
Rpl3l,Fau,0.864
Rpl3l,Fbl,0.151
Rpl3l,Gm10320,0.327
Rpl3l,Gm2000,0.377
Rpl3l,Gm3550,0.377
Rpl3l,Gm6525,0.281
Rpl3l,Gnl2,0.404
Rpl3l,Gnl3,0.341
Rpl3l,Gnl3l,0.341
Rpl3l,Grwd1,0.209
Rpl3l,Gtpbp4,0.471
Rpl3l,Lsg1,0.402
Rpl3l,Mrpl39,0.197
Rpl3l,Mrto4,0.395
Rpl3l,Naa10,0.206
Rpl3l,Naa11,0.206
Rpl3l,Nifk,0.409
Rpl3l,Nip7,0.387
Rpl3l,Nmd3,0.41
Rpl3l,Noc2l,0.4
Rpl3l,Noc3l,0.387
Rpl3l,Nop2,0.322
Rpl3l,Nsa2,0.404
Rpl3l,Nsun2,0.16
Rpl3l,Pes1,0.402
Rpl3l,Ppan,0.283
Rpl3l,Rpf1,0.399
Rpl3l,Rpf2,0.334
Rpl3l,Rpl10,0.324
Rpl3l,Rpl10a,0.376
Rpl3l,Rpl10l,0.324
Rpl3l,Rpl11,0.446
Rpl3l,Rpl12,0.445
Rpl3l,Rpl13,0.449
Rpl3l,Rpl13a,0.322
Rpl3l,Rpl14,0.446
Rpl3l,Rpl15,0.446
Rpl3l,Rpl17,0.376
Rpl3l,Rpl18,0.446
Rpl3l,Rpl18a,0.446
Rpl3l,Rpl19,0.457
Rpl3l,Rpl21,0.457
Rpl3l,Rpl22,0.377
Rpl3l,Rpl22l1,0.377
Rpl3l,Rpl23,0.446
Rpl3l,Rpl23a,0.446
Rpl3l,Rpl24,0.446
Rpl3l,Rpl26,0.449
Rpl3l,Rpl27,0.446
Rpl3l,Rpl27a,0.457
Rpl3l,Rpl28,0.449
Rpl3l,Rpl29,0.377
Rpl3l,Rpl30,0.449
Rpl3l,Rpl31,0.446
Rpl3l,Rpl32,0.446
Rpl3l,Rpl34,0.457
Rpl3l,Rpl35,0.377
Rpl3l,Rpl35a,0.45
Rpl3l,Rpl36a,0.281
Rpl3l,Rpl36al,0.281
Rpl3l,Rpl37,0.457
Rpl3l,Rpl37a,0.457
Rpl3l,Rpl38,0.446
Rpl3l,Rpl39,0.378
Rpl3l,Rpl4,0.457
Rpl3l,Rpl5,0.446
Rpl3l,Rpl6,0.451
Rpl3l,Rpl7,0.377
Rpl3l,Rpl7a,0.376
Rpl3l,Rpl8,0.446
Rpl3l,Rpl9,0.322
Rpl3l,Rplp0,0.45
Rpl3l,Rplp1,0.376
Rpl3l,Rplp2,0.373
Rpl3l,Rpn1,0.207
Rpl3l,Rps10,0.376
Rpl3l,Rps11,0.445
Rpl3l,Rps12,0.457
Rpl3l,Rps13,0.451
Rpl3l,Rps14,0.376
Rpl3l,Rps15,0.446
Rpl3l,Rps15a,0.376
Rpl3l,Rps16,0.45
Rpl3l,Rps17,0.427
Rpl3l,Rps18,0.32
Rpl3l,Rps18-ps5,0.32
Rpl3l,Rps2,0.451
Rpl3l,Rps20,0.446
Rpl3l,Rps21,0.445
Rpl3l,Rps23,0.445
Rpl3l,Rps24,0.446
Rpl3l,Rps25,0.445
Rpl3l,Rps26,0.457
Rpl3l,Rps27,0.322
Rpl3l,Rps27a,0.446
Rpl3l,Rps27l,0.322
Rpl3l,Rps27rt,0.322
Rpl3l,Rps28,0.457
Rpl3l,Rps29,0.457
Rpl3l,Rps3,0.451
Rpl3l,Rps3a1,0.451
Rpl3l,Rps4x,0.376
Rpl3l,Rps5,0.449
Rpl3l,Rps6,0.457
Rpl3l,Rps7,0.457
Rpl3l,Rps8,0.457
Rpl3l,Rps9,0.457
Rpl3l,Rpsa,0.445
Rpl3l,Rrp1,0.356
Rpl3l,Rrp1b,0.356
Rpl3l,Rrs1,0.352
Rpl3l,Sbds,0.207
Rpl3l,Sdad1,0.296
Rpl3l,Sec61a1,0.31
Rpl3l,Sec61a2,0.31
Rpl3l,Sec61b,0.327
Rpl3l,Sec61g,0.381
Rpl3l,Srp14,0.379
Rpl3l,Srp19,0.383
Rpl3l,Srp54a,0.272
Rpl3l,Srp54b,0.272
Rpl3l,Srp54c,0.272
Rpl3l,Srp68,0.4
Rpl3l,Srp72,0.382
Rpl3l,Srp9,0.384
Rpl3l,Srpr,0.379
Rpl3l,Srprb,0.286
Rpl3l,Ttc37,0.218
Rpl3l,Uba52,0.355
Rpl3l,Ubc,0.206
Rpl3l,Wdr12,0.387
Rpl3l,Zfp593,0.4
Rpl3l,Zfp622,0.337
Rpl4,Aatf,0.383
Rpl4,Abce1,0.424
Rpl4,Abcf2,0.27
Rpl4,Afg3l2,0.157
Rpl4,Bms1,0.384
Rpl4,Bop1,0.379
Rpl4,Brix1,0.573
Rpl4,Btf3,0.402
Rpl4,Btf3l4,0.317
Rpl4,Bysl,0.387
Rpl4,Cdc37,0.219
Rpl4,Cnot3,0.157
Rpl4,Ctps,0.241
Rpl4,Ctps2,0.241
Rpl4,Ddx18,0.559
Rpl4,Ddx55,0.258
Rpl4,Ebna1bp2,0.511
Rpl4,Eed,0.292
Rpl4,Eef1a1,0.321
Rpl4,Eef1a2,0.16
Rpl4,Eef1g,0.219
Rpl4,Eef2,0.943
Rpl4,Eefsec,0.267
Rpl4,Eftud2,0.244
Rpl4,Eif3a,0.317
Rpl4,Eif3e,0.38
Rpl4,Eif4a3,0.247
Rpl4,Eif5,0.32
Rpl4,Eif5a,0.541
Rpl4,Eif5a2,0.435
Rpl4,Etf1,0.267
Rpl4,Exosc1,0.157
Rpl4,Fau,0.977
Rpl4,Fbl,0.285
Rpl4,Ftsj3,0.568
Rpl4,Gcn1,0.512
Rpl4,Gm10320,0.429
Rpl4,Gm2000,0.887
Rpl4,Gm3550,0.446
Rpl4,Gm6525,0.584
Rpl4,Gnl2,0.561
Rpl4,Gnl3,0.399
Rpl4,Gnl3l,0.399
Rpl4,Gspt2,0.281
Rpl4,Gtpbp4,0.617
Rpl4,Heatr1,0.38
Rpl4,Hsp90aa1,0.219
Rpl4,Hsp90ab1,0.222
Rpl4,Hspa1a,0.117
Rpl4,Hspa1l,0.117
Rpl4,Hspa2,0.117
Rpl4,Hspa8,0.117
Rpl4,Krr1,0.381
Rpl4,Lsg1,0.56
Rpl4,Lyar,0.312
Rpl4,Mak16,0.584
Rpl4,Mrpl18,0.288
Rpl4,Mrpl58,0.384
Rpl4,Mrto4,0.512
Rpl4,Mtrex,0.207
Rpl4,Naa15,0.215
Rpl4,Nat10,0.381
Rpl4,Nfx1,0.238
Rpl4,Nhp2,0.166
Rpl4,Nifk,0.562
Rpl4,Nip7,0.529
Rpl4,Nle1,0.209
Rpl4,Nmd3,0.56
Rpl4,Noc2l,0.512
Rpl4,Noc3l,0.517
Rpl4,Noc4l,0.381
Rpl4,Nop14,0.337
Rpl4,Nop2,0.388
Rpl4,Nop53,0.411
Rpl4,Nop56,0.381
Rpl4,Nop58,0.38
Rpl4,Npm1,0.292
Rpl4,Nsa2,0.546
Rpl4,Nsun2,0.151
Rpl4,Otx2,0.292
Rpl4,Pa2g4,0.93
Rpl4,Pabpc1,0.163
Rpl4,Pdcd11,0.392
Rpl4,Pes1,0.547
Rpl4,Ppan,0.202
Rpl4,Pwp2,0.381
Rpl4,Rack1,0.946
Rpl4,Rbm3,0.317
Rpl4,Rpf1,0.538
Rpl4,Rpf2,0.354
Rpl4,Rpgrip1l,0.292
Rpl4,Rpl10,0.909
Rpl4,Rpl10a,0.917
Rpl4,Rpl10l,0.873
Rpl4,Rpl11,0.946
Rpl4,Rpl12,0.943
Rpl4,Rpl13,0.943
Rpl4,Rpl13a,0.943
Rpl4,Rpl14,0.946
Rpl4,Rpl15,0.944
Rpl4,Rpl17,0.917
Rpl4,Rpl18,0.946
Rpl4,Rpl18a,0.946
Rpl4,Rpl19,0.943
Rpl4,Rpl21,0.938
Rpl4,Rpl22,0.928
Rpl4,Rpl22l1,0.46
Rpl4,Rpl23,0.946
Rpl4,Rpl23a,0.946
Rpl4,Rpl24,0.946
Rpl4,Rpl26,0.944
Rpl4,Rpl27,0.946
Rpl4,Rpl27a,0.946
Rpl4,Rpl28,0.943
Rpl4,Rpl29,0.916
Rpl4,Rpl3,0.938
Rpl4,Rpl30,0.946
Rpl4,Rpl31,0.946
Rpl4,Rpl32,0.938
Rpl4,Rpl34,0.938
Rpl4,Rpl35,0.918
Rpl4,Rpl35a,0.938
Rpl4,Rpl36a,0.87
Rpl4,Rpl36al,0.906
Rpl4,Rpl37,0.938
Rpl4,Rpl37a,0.938
Rpl4,Rpl38,0.946
Rpl4,Rpl39,0.918
Rpl4,Rpl3l,0.457
Rpl4,Rpl5,0.946
Rpl4,Rpl6,0.943
Rpl4,Rpl7,0.945
Rpl4,Rpl7a,0.906
Rpl4,Rpl8,0.946
Rpl4,Rpl9,0.873
Rpl4,Rplp0,0.943
Rpl4,Rplp1,0.457
Rpl4,Rplp2,0.555
Rpl4,Rpn1,0.316
Rpl4,Rps10,0.907
Rpl4,Rps11,0.946
Rpl4,Rps12,0.938
Rpl4,Rps13,0.944
Rpl4,Rps14,0.925
Rpl4,Rps15,0.938
Rpl4,Rps15a,0.909
Rpl4,Rps16,0.944
Rpl4,Rps17,0.933
Rpl4,Rps18,0.898
Rpl4,Rps18-ps5,0.39
Rpl4,Rps2,0.943
Rpl4,Rps20,0.946
Rpl4,Rps21,0.944
Rpl4,Rps23,0.946
Rpl4,Rps24,0.938
Rpl4,Rps25,0.938
Rpl4,Rps26,0.938
Rpl4,Rps27,0.873
Rpl4,Rps27a,0.943
Rpl4,Rps27l,0.392
Rpl4,Rps27rt,0.873
Rpl4,Rps28,0.946
Rpl4,Rps29,0.938
Rpl4,Rps3,0.943
Rpl4,Rps3a1,0.943
Rpl4,Rps4x,0.903
Rpl4,Rps5,0.943
Rpl4,Rps6,0.942
Rpl4,Rps7,0.944
Rpl4,Rps8,0.943
Rpl4,Rps9,0.943
Rpl4,Rpsa,0.946
Rpl4,Rrp12,0.205
Rpl4,Rrp1b,0.411
Rpl4,Rrp9,0.38
Rpl4,Rrs1,0.305
Rpl4,Rsl1d1,0.546
Rpl4,Sdad1,0.257
Rpl4,Sec61a1,0.41
Rpl4,Sec61a2,0.41
Rpl4,Sec61b,0.429
Rpl4,Sec61g,0.593
Rpl4,Secisbp2,0.267
Rpl4,Serbp1,0.908
Rpl4,Skiv2l,0.207
Rpl4,Snd1,0.226
Rpl4,Snu13,0.166
Rpl4,Srp14,0.505
Rpl4,Srp19,0.544
Rpl4,Srp54a,0.36
Rpl4,Srp54b,0.36
Rpl4,Srp54c,0.36
Rpl4,Srp68,0.559
Rpl4,Srp72,0.512
Rpl4,Srp9,0.553
Rpl4,Srpr,0.394
Rpl4,Srprb,0.381
Rpl4,Tcf3,0.292
Rpl4,Tpt1,0.232
Rpl4,Ttc37,0.209
Rpl4,Tufm,0.395
Rpl4,Uba52,0.877
Rpl4,Ubb,0.251
Rpl4,Ubc,0.251
Rpl4,Ubl4a,0.251
Rpl4,Wdr12,0.512
Rpl4,Wdr46,0.38
Rpl4,Zfp593,0.535
Rpl5,Bop1,0.157
Rpl5,Cnot3,0.207
Rpl5,Dcc,0.292
Rpl5,Drg2,0.31
Rpl5,Eed,0.292
Rpl5,Eef1a1,0.331
Rpl5,Eef1a2,0.158
Rpl5,Eef2,0.946
Rpl5,Eefsec,0.341
Rpl5,Eftud2,0.378
Rpl5,Eif5a,0.626
Rpl5,Etf1,0.267
Rpl5,Fau,0.977
Rpl5,Gm10320,0.398
Rpl5,Gm2000,0.887
Rpl5,Gm3550,0.457
Rpl5,Gm6525,0.584
Rpl5,Gnl1,0.405
Rpl5,Gnl2,0.579
Rpl5,Gnl3,0.368
Rpl5,Gnl3l,0.368
Rpl5,Gspt2,0.207
Rpl5,Gtpbp4,0.579
Rpl5,Ipo7,0.262
Rpl5,Lsg1,0.579
Rpl5,Lyar,0.319
Rpl5,Mak16,0.379
Rpl5,Mapkap1,0.292
Rpl5,Mrto4,0.459
Rpl5,Mtor,0.292
Rpl5,Naa10,0.206
Rpl5,Naa11,0.206
Rpl5,Nedd8,0.205
Rpl5,Nfx1,0.294
Rpl5,Nhp2,0.252
Rpl5,Nifk,0.447
Rpl5,Nle1,0.443
Rpl5,Nmd3,0.594
Rpl5,Nop53,0.558
Rpl5,Nop58,0.247
Rpl5,Npm1,0.457
Rpl5,Nsa2,0.714
Rpl5,Nvl,0.05
Rpl5,Pdcd11,0.325
Rpl5,Pes1,0.561
Rpl5,Pkm,0.374
Rpl5,Rack1,0.946
Rpl5,Rad23b,0.205
Rpl5,Rictor,0.292
Rpl5,Rpf2,0.602
Rpl5,Rpl10,0.908
Rpl5,Rpl10a,0.916
Rpl5,Rpl10l,0.873
Rpl5,Rpl11,0.946
Rpl5,Rpl12,0.946
Rpl5,Rpl13,0.946
Rpl5,Rpl13a,0.944
Rpl5,Rpl14,0.946
Rpl5,Rpl15,0.946
Rpl5,Rpl17,0.916
Rpl5,Rpl18,0.946
Rpl5,Rpl18a,0.946
Rpl5,Rpl19,0.943
Rpl5,Rpl21,0.945
Rpl5,Rpl22,0.934
Rpl5,Rpl22l1,0.457
Rpl5,Rpl23,0.946
Rpl5,Rpl23a,0.946
Rpl5,Rpl24,0.946
Rpl5,Rpl26,0.946
Rpl5,Rpl27,0.946
Rpl5,Rpl27a,0.946
Rpl5,Rpl28,0.944
Rpl5,Rpl29,0.887
Rpl5,Rpl3,0.946
Rpl5,Rpl30,0.946
Rpl5,Rpl31,0.946
Rpl5,Rpl32,0.946
Rpl5,Rpl34,0.938
Rpl5,Rpl35,0.917
Rpl5,Rpl35a,0.938
Rpl5,Rpl36a,0.87
Rpl5,Rpl36al,0.906
Rpl5,Rpl37,0.938
Rpl5,Rpl37a,0.938
Rpl5,Rpl38,0.946
Rpl5,Rpl39,0.917
Rpl5,Rpl3l,0.446
Rpl5,Rpl4,0.946
Rpl5,Rpl6,0.943
Rpl5,Rpl7,0.944
Rpl5,Rpl7a,0.917
Rpl5,Rpl8,0.946
Rpl5,Rpl9,0.907
Rpl5,Rplp0,0.943
Rpl5,Rplp1,0.596
Rpl5,Rplp2,0.601
Rpl5,Rpn1,0.311
Rpl5,Rps10,0.916
Rpl5,Rps11,0.946
Rpl5,Rps12,0.938
Rpl5,Rps13,0.946
Rpl5,Rps14,0.925
Rpl5,Rps15,0.946
Rpl5,Rps15a,0.918
Rpl5,Rps16,0.946
Rpl5,Rps17,0.932
Rpl5,Rps18,0.908
Rpl5,Rps18-ps5,0.389
Rpl5,Rps2,0.944
Rpl5,Rps20,0.938
Rpl5,Rps21,0.946
Rpl5,Rps23,0.946
Rpl5,Rps24,0.946
Rpl5,Rps25,0.946
Rpl5,Rps26,0.938
Rpl5,Rps27,0.873
Rpl5,Rps27a,0.946
Rpl5,Rps27l,0.393
Rpl5,Rps27rt,0.873
Rpl5,Rps28,0.946
Rpl5,Rps29,0.938
Rpl5,Rps3,0.944
Rpl5,Rps3a1,0.943
Rpl5,Rps4x,0.903
Rpl5,Rps5,0.946
Rpl5,Rps6,0.942
Rpl5,Rps7,0.946
Rpl5,Rps8,0.944
Rpl5,Rps9,0.938
Rpl5,Rpsa,0.946
Rpl5,Rrp1b,0.059
Rpl5,Rrs1,0.609
Rpl5,Rsl1d1,0.401
Rpl5,Sdad1,0.401
Rpl5,Sec61a1,0.425
Rpl5,Sec61a2,0.425
Rpl5,Sec61b,0.398
Rpl5,Sec61g,0.525
Rpl5,Secisbp2,0.267
Rpl5,Snu13,0.252
Rpl5,Srp14,0.456
Rpl5,Srp19,0.536
Rpl5,Srp54a,0.394
Rpl5,Srp54b,0.394
Rpl5,Srp54c,0.394
Rpl5,Srp68,0.548
Rpl5,Srp72,0.499
Rpl5,Srp9,0.552
Rpl5,Srpr,0.574
Rpl5,Srprb,0.393
Rpl5,Tial1,0.292
Rpl5,Ttc37,0.279
Rpl5,Tufm,0.808
Rpl5,Uba52,0.877
Rpl5,Ubb,0.251
Rpl5,Ubc,0.251
Rpl5,Ubl4a,0.251
Rpl5,Ubqln1,0.205
Rpl5,Ubqln2,0.205
Rpl5,Ubqln4,0.205
Rpl5,Ubqlnl,0.205
Rpl5,Vcp,0.157
Rpl5,Wdr12,0.207
Rpl5,Xrn1,0.333
Rpl5,Zfp593,0.56
Rpl6,Abcf1,0.058
Rpl6,Abcf2,0.356
Rpl6,Brix1,0.552
Rpl6,Cdc37,0.222
Rpl6,Cdh1,0.281
Rpl6,Cdk9,0.292
Rpl6,Cul7,0.244
Rpl6,Ddx18,0.558
Rpl6,Ddx3x,0.18
Rpl6,Ddx55,0.207
Rpl6,Dhx9,0.161
Rpl6,Ebna1bp2,0.606
Rpl6,Eed,0.292
Rpl6,Eef1a1,0.341
Rpl6,Eef2,0.942
Rpl6,Eefsec,0.267
Rpl6,Eftud2,0.209
Rpl6,Eprs,0.242
Rpl6,Etf1,0.267
Rpl6,Fau,0.977
Rpl6,Fbxo32,0.292
Rpl6,Ftsj3,0.559
Rpl6,Glg1,0.214
Rpl6,Gm10320,0.405
Rpl6,Gm2000,0.887
Rpl6,Gm3550,0.449
Rpl6,Gm6525,0.584
Rpl6,Gnl3,0.39
Rpl6,Gspt1,0.203
Rpl6,Gspt2,0.242
Rpl6,Gtpbp4,0.61
Rpl6,Hnrnpu,0.163
Rpl6,Hsp90aa1,0.222
Rpl6,Hsp90ab1,0.162
Rpl6,Ltn1,0.387
Rpl6,Lyar,0.31
Rpl6,Mapt,0.22
Rpl6,Mrpl13,0.218
Rpl6,Mrpl24,0.283
Rpl6,Mrps11,0.244
Rpl6,Mrps14,0.244
Rpl6,Mrps2,0.217
Rpl6,Mrps5,0.284
Rpl6,Mrps7,0.39
Rpl6,Mrto4,0.558
Rpl6,Myc,0.292
Rpl6,Ncl,0.166
Rpl6,Nfx1,0.252
Rpl6,Nop2,0.396
Rpl6,Otx2,0.292
Rpl6,Pabpc1,0.155
Rpl6,Pcbp1,0.219
Rpl6,Rack1,0.943
Rpl6,Rpf2,0.313
Rpl6,Rpgrip1l,0.292
Rpl6,Rpl10,0.873
Rpl6,Rpl10a,0.887
Rpl6,Rpl10l,0.873
Rpl6,Rpl11,0.943
Rpl6,Rpl12,0.943
Rpl6,Rpl13,0.942
Rpl6,Rpl13a,0.932
Rpl6,Rpl14,0.943
Rpl6,Rpl15,0.943
Rpl6,Rpl17,0.907
Rpl6,Rpl18,0.943
Rpl6,Rpl18a,0.943
Rpl6,Rpl19,0.941
Rpl6,Rpl21,0.943
Rpl6,Rpl22,0.927
Rpl6,Rpl22l1,0.46
Rpl6,Rpl23,0.943
Rpl6,Rpl23a,0.943
Rpl6,Rpl24,0.942
Rpl6,Rpl26,0.943
Rpl6,Rpl27,0.943
Rpl6,Rpl27a,0.943
Rpl6,Rpl28,0.943
Rpl6,Rpl29,0.909
Rpl6,Rpl3,0.933
Rpl6,Rpl30,0.943
Rpl6,Rpl31,0.943
Rpl6,Rpl32,0.942
Rpl6,Rpl34,0.938
Rpl6,Rpl35,0.909
Rpl6,Rpl35a,0.943
Rpl6,Rpl36a,0.87
Rpl6,Rpl36al,0.894
Rpl6,Rpl37,0.938
Rpl6,Rpl37a,0.938
Rpl6,Rpl38,0.942
Rpl6,Rpl39,0.91
Rpl6,Rpl3l,0.451
Rpl6,Rpl4,0.943
Rpl6,Rpl5,0.943
Rpl6,Rpl7,0.934
Rpl6,Rpl7a,0.904
Rpl6,Rpl8,0.943
Rpl6,Rpl9,0.873
Rpl6,Rplp0,0.943
Rpl6,Rplp1,0.559
Rpl6,Rplp2,0.537
Rpl6,Rpn1,0.267
Rpl6,Rps10,0.903
Rpl6,Rps11,0.942
Rpl6,Rps12,0.938
Rpl6,Rps13,0.942
Rpl6,Rps14,0.905
Rpl6,Rps15,0.938
Rpl6,Rps15a,0.904
Rpl6,Rps16,0.942
Rpl6,Rps17,0.913
Rpl6,Rps18,0.893
Rpl6,Rps18-ps5,0.39
Rpl6,Rps2,0.942
Rpl6,Rps20,0.943
Rpl6,Rps21,0.943
Rpl6,Rps23,0.943
Rpl6,Rps24,0.942
Rpl6,Rps25,0.943
Rpl6,Rps26,0.938
Rpl6,Rps27,0.873
Rpl6,Rps27a,0.943
Rpl6,Rps27l,0.391
Rpl6,Rps27rt,0.873
Rpl6,Rps28,0.943
Rpl6,Rps29,0.938
Rpl6,Rps3,0.942
Rpl6,Rps3a1,0.942
Rpl6,Rps4x,0.903
Rpl6,Rps5,0.942
Rpl6,Rps6,0.943
Rpl6,Rps7,0.943
Rpl6,Rps8,0.942
Rpl6,Rps9,0.942
Rpl6,Rpsa,0.943
Rpl6,Rrp1b,0.394
Rpl6,Rrs1,0.328
Rpl6,Rsl1d1,0.551
Rpl6,Scyl2,0.214
Rpl6,Sdad1,0.207
Rpl6,Sec61a1,0.38
Rpl6,Sec61a2,0.38
Rpl6,Sec61b,0.405
Rpl6,Sec61g,0.511
Rpl6,Secisbp2,0.267
Rpl6,Snu13,0.153
Rpl6,Srp14,0.482
Rpl6,Srp19,0.532
Rpl6,Srp54a,0.346
Rpl6,Srp54b,0.346
Rpl6,Srp54c,0.346
Rpl6,Srp68,0.542
Rpl6,Srp72,0.476
Rpl6,Srp9,0.542
Rpl6,Srpr,0.381
Rpl6,Srprb,0.381
Rpl6,Surf6,0.305
Rpl6,Top1,0.219
Rpl6,Tpt1,0.188
Rpl6,Uba52,0.877
Rpl6,Ubc,0.251
Rpl6,Ubl4a,0.251
Rpl6,Usp46,0.209
Rpl7,Abce1,0.332
Rpl7,Abcf1,0.245
Rpl7,Abcf2,0.245
Rpl7,Actb,0.163
Rpl7,Brix1,0.379
Rpl7,Canx,0.214
Rpl7,Ctps,0.168
Rpl7,Ctps2,0.168
Rpl7,Cul7,0.244
Rpl7,Ddx18,0.398
Rpl7,Ddx55,0.207
Rpl7,Dmrt2,0.292
Rpl7,Ebna1bp2,0.384
Rpl7,Eed,0.292
Rpl7,Eef1a1,0.348
Rpl7,Eef1a2,0.206
Rpl7,Eef1b2,0.315
Rpl7,Eef2,0.917
Rpl7,Eefsec,0.267
Rpl7,Eftud2,0.217
Rpl7,Eif2s3x,0.197
Rpl7,Eif4a3,0.236
Rpl7,Etf1,0.267
Rpl7,Fau,0.968
Rpl7,Fbxo32,0.292
Rpl7,Gm10320,0.398
Rpl7,Gm2000,0.884
Rpl7,Gm3550,0.425
Rpl7,Gm6525,0.584
Rpl7,Gnl1,0.211
Rpl7,Gnl2,0.383
Rpl7,Gnl3,0.31
Rpl7,Gnl3l,0.31
Rpl7,Gspt2,0.207
Rpl7,Gtpbp4,0.409
Rpl7,Hspa8,0.161
Rpl7,Ipo5,0.211
Rpl7,Krr1,0.198
Rpl7,Lyar,0.267
Rpl7,Mrpl13,0.217
Rpl7,Mrpl27,0.379
Rpl7,Mrps7,0.263
Rpl7,Mrto4,0.37
Rpl7,Nfx1,0.192
Rpl7,Nifk,0.408
Rpl7,Nip7,0.37
Rpl7,Noc2l,0.383
Rpl7,Noc3l,0.384
Rpl7,Nop2,0.309
Rpl7,Npm1,0.292
Rpl7,Nsa2,0.384
Rpl7,Pdcd11,0.279
Rpl7,Pes1,0.41
Rpl7,Pkm,0.208
Rpl7,Ppan,0.16
Rpl7,Rack1,0.934
Rpl7,Rpf1,0.381
Rpl7,Rpf2,0.273
Rpl7,Rpl10,0.872
Rpl7,Rpl10a,0.906
Rpl7,Rpl10l,0.872
Rpl7,Rpl11,0.939
Rpl7,Rpl12,0.917
Rpl7,Rpl13,0.94
Rpl7,Rpl13a,0.934
Rpl7,Rpl14,0.941
Rpl7,Rpl15,0.946
Rpl7,Rpl17,0.916
Rpl7,Rpl18,0.945
Rpl7,Rpl18a,0.941
Rpl7,Rpl19,0.938
Rpl7,Rpl21,0.943
Rpl7,Rpl22,0.926
Rpl7,Rpl22l1,0.407
